geoidentifikator,naziv,tip_ustanove,kategorija,opstina,mesto,ulica,kucni_broj,rastojanje_m,biraca_prebivaliste,biraca_boraviste,biraca_ukupno,lat,lon
SRBRGI2003699,Месна заједница Белошевац,месна заједница,nestambeno,КРАГУЈЕВАЦ,КРАГУЈЕВАЦ,9. МАЈА,80,2.5,2,0,2,43.987675,20.924596
SRBRGI2003856,Месна заједница Апатин,месна заједница,nestambeno,АПАТИН,АПАТИН,ТРГ НИКОЛЕ ТЕСЛЕ,1,9.7,2,0,2,45.672979,18.977736
SRBRGI2003871,Апотекарска установа – Београд,апотека,nestambeno,ВРАЧАР,БЕОГРАД (ВРАЧАР),ДАНИЧАРЕВА,44,8.2,2,0,2,44.797038,20.483301
SRBRGI2003884,Месна заједница Пашино брдо,месна заједница,nestambeno,ВОЖДОВАЦ,БЕОГРАД (ВОЖДОВАЦ),МИЈАЧКА,5,3.5,2,0,2,44.788137,20.486973
SRBRGI2003907,Месна заједница Лидија Алдан,месна заједница,nestambeno,КИКИНДА,КИКИНДА,ЦАРА ДУШАНА,26,3.7,2,0,2,45.826564,20.473323
SRBRGI2003929,Центар за социјални рад – Бајина Башта,објекат социјалне заштите,stambeno-moguce,БАЈИНА БАШТА,БАЈИНА БАШТА,РАЈКА ТАДИЋА,2,8.5,2,0,2,43.969269,19.568209
SRBRGI2004141,Приватна ветеринарска станица „Купидон”,објекат ветерине,nestambeno,БАЧКИ ПЕТРОВАЦ,БАЧКИ ПЕТРОВАЦ,ГЕНЕРАЛА ШТЕФАНИКА,50,11.1,2,0,2,45.352885,19.590054
SRBRGI2004242,Туристичка организација општине Косјерић,јавни објекат,nestambeno,КОСЈЕРИЋ,КОСЈЕРИЋ (ВАРОШ),КАРАЂОРЂЕВА,64,12.8,2,0,2,43.999608,19.907712
SRBRGI2004301,Председник општине Барајево,органи општине,nestambeno,БАРАЈЕВО,БАРАЈЕВО,СВЕТОСАВСКА,2,8.1,2,0,2,44.577948,20.416546
SRBRGI2004302,Општинско веће Барајево,органи општине,nestambeno,БАРАЈЕВО,БАРАЈЕВО,СВЕТОСАВСКА,2,8.6,2,0,2,44.577945,20.416549
SRBRGI2004303,Скупштина општине Барајево,органи општине,nestambeno,БАРАЈЕВО,БАРАЈЕВО,СВЕТОСАВСКА,2,9.3,2,0,2,44.577939,20.416554
SRBRGI2004304,Општинска управа Барајево,органи општине,nestambeno,БАРАЈЕВО,БАРАЈЕВО,СВЕТОСАВСКА,2,10.1,2,0,2,44.577933,20.416559
SRBRGI2004305,Општинско јавно правобранилаштво Барајево,правобранилаштво,nestambeno,БАРАЈЕВО,БАРАЈЕВО,СВЕТОСАВСКА,2,10.8,2,0,2,44.577928,20.416562
SRBRGI2004340,Јавно предузеће Водовод и канализација Гроцка,јавни објекат,nestambeno,ГРОЦКА,ГРОЦКА,ПЕТРА ДРАПШИНА,1,5.8,2,0,2,44.67082,20.719966
SRBRGI2004453,Спортски савез,јавни објекат,nestambeno,ИРИГ,ИРИГ,НИКОЛЕ ТЕСЛЕ,4,10.4,2,0,2,45.099769,19.859962
SRBRGI2004473,"Јавно предузеће Дирекција за грађевинско земљиште, планирање и изградњу Лазаревац",јавни објекат,nestambeno,ЛАЗАРЕВАЦ,ЛАЗАРЕВАЦ,ДУЛА КАРАКЛАЈИЋА,44,3.8,2,0,2,44.385251,20.255372
SRBRGI2004483,Месна заједница Бело Поље,месна заједница,nestambeno,ОБРЕНОВАЦ,БЕЛО ПОЉЕ,БЕЛОПОЉСКА,71А,2.8,2,0,2,44.64273,20.198206
SRBRGI2004623,Дом здравља са стационаром Ивањица,дом здравља,nestambeno,ИВАЊИЦА,ИВАЊИЦА,УРОША СТЕФАНОВИЋА,1,7.6,2,0,2,43.587665,20.225952
SRBRGI2004701,Предшколска установа „Дечја радост”,предшколска установа,nestambeno,БОСИЛЕГРАД,БОСИЛЕГРАД,МЛАДОСТ,1,6.6,2,0,2,42.497915,22.471487
SRBRGI2004729,Предшколска установа „Наша радост”,предшколска установа,nestambeno,БУЈАНОВАЦ,БУЈАНОВАЦ,ВУКА КАРАЏИЋА,2,13.1,2,0,2,42.462006,21.771463
SRBRGI2004802,Дом здравља Баточина,дом здравља,nestambeno,БАТОЧИНА,БАТОЧИНА,КНЕЗА МИЛОША ОБРЕНОВИЋА,1,1.2,2,0,2,44.154152,21.077716
SRBRGI2004893,Гинеколошко-акушерска клиника „Народни фронт”,клиника,nestambeno,САВСКИ ВЕНАЦ,БЕОГРАД (САВСКИ ВЕНАЦ),КРАЉИЦЕ НАТАЛИЈЕ,62,9.4,2,0,2,44.809809,20.460208
SRBRGI2004968,Основна школа „Мајшански пут”,основна школа,nestambeno,СУБОТИЦА,СУБОТИЦА,МАЈШАНСКИ ПУТ,87,5.6,2,0,2,46.114756,19.672107
SRBRGI2005091,Музичка школа „Јосиф Маринковић”,средња школа,nestambeno,ЗРЕЊАНИН,ЗРЕЊАНИН,ТРГ СЛОБОДЕ,7,5.8,2,0,2,45.379856,20.390387
SRBRGI2005482,Основна школа „Светолик Ранковић”,основна школа,nestambeno,АРАНЂЕЛОВАЦ,АРАНЂЕЛОВАЦ,ГУНДУЛИЋЕВА,9,12.9,2,0,2,44.314781,20.556146
SRBRGI2005495,Основна школа „Јован Јовановић Змај”,основна школа,nestambeno,АЛЕКСИНАЦ,АЛЕКСИНАЧКИ РУДНИК,ТРГ РУДАРА,4,1.9,1,1,2,43.556525,21.690959
SRBRGI2005552,Основна школа „Соња Маринковић”,основна школа,nestambeno,ЗЕМУН,БЕОГРАД (ЗЕМУН),АЛАСКА,17,14.7,2,0,2,44.85103,20.388692
SRBRGI2005722,Основна школа „Дринка Павловић”,основна школа,nestambeno,СТАРИ ГРАД,БЕОГРАД (СТАРИ ГРАД),КОСОВСКА,19,3.3,2,0,2,44.813337,20.46515
SRBRGI2005746,Основна школа „Јосиф Панчић”,основна школа,nestambeno,ЧУКАРИЦА,БЕОГРАД (ЧУКАРИЦА),ПОЖЕШКА,52,9.5,2,0,2,44.780741,20.41664
SRBRGI2006390,Пољопривредна школа са домом ученика „ПКБ”,средња школа,nestambeno,ПАЛИЛУЛА (БЕОГРАД),БЕОГРАД (ПАЛИЛУЛА),ПАНЧЕВАЧКИ ПУТ,39,14.2,2,0,2,44.840876,20.499752
SRBRGI2006398,Техничка школа „Никола Тесла”,средња школа,nestambeno,ВЕЛИКА ПЛАНА,ВЕЛИКА ПЛАНА,МОМИРА ГАЈИЋА,30,8.5,2,0,2,44.334643,21.07338
SRBRGI2006437,Мачванска средња школа – Богатић,средња школа,nestambeno,БОГАТИЋ,БОГАТИЋ,ЈАНКА ВЕСЕЛИНОВИЋА,1,3.5,2,0,2,44.834928,19.481338
SRBRGI2006457,Економско-трговинска школа,средња школа,nestambeno,ВРАЊЕ,ВРАЊЕ,ЕСПЕРАНТО,1,5.8,2,0,2,42.549589,21.906748
SRBRGI2006647,Стручна служба основних школа „Здружена школа”,основна школа,nestambeno,БАЧКА ТОПОЛА,БАЧКА ТОПОЛА,ШКОЛСКА,2,4.5,2,0,2,45.816837,19.630354
SRBRGI2006668,Висока здравствена школа струковних студија – Београд,висока струковна школа,nestambeno,ЗЕМУН,БЕОГРАД (ЗЕМУН),ЦАРА ДУШАНА,254,3.5,2,0,2,44.858458,20.380605
SRBRGI2006716,Факултет за специјалну едукацију и рехабилитацију,факултет,nestambeno,СТАРИ ГРАД,БЕОГРАД (СТАРИ ГРАД),ВИСОКОГ СТЕВАНА,2,12.7,2,0,2,44.826211,20.456042
SRBRGI2006775,Предшколска установа „Бошко Буха”,предшколска установа,nestambeno,ПАЛИЛУЛА (БЕОГРАД),БЕОГРАД (ПАЛИЛУЛА),ПРЕРАДОВИЋЕВА,2А,0.0,2,0,2,44.812097,20.484648
SRBRGI2006895,Предшколска установа „Дизниленд”,предшколска установа,nestambeno,ВРАЧАР,БЕОГРАД (ВРАЧАР),НИШКА,35,0.0,2,0,2,44.801582,20.482124
SRBRGI2006898,Вртић „Различак”,предшколска установа,nestambeno,ЗЕМУН,БЕОГРАД (ЗЕМУН),ВУКОВА,4,5.2,2,0,2,44.842305,20.408235
SRBRGI2006904,Предшколска установа „Корак по корак”,предшколска установа,nestambeno,ЗЕМУН,БЕОГРАД (ЗЕМУН),ПАЛМИРА ТОЉАТИЈА,68А,4.5,2,0,2,44.834851,20.412025
SRBRGI2006972,Основна школа „Рудовци”,основна школа,nestambeno,ЛАЗАРЕВАЦ,КРУШЕВИЦА,ХИЉАДУ ТРИСТА КАПЛАРА,612,1.7,2,0,2,44.347883,20.395462
SRBRGI2006999,Основна школа „Коста Ђукић”,основна школа,nestambeno,МЛАДЕНОВАЦ,КОРАЋИЦА,ЛИВАДАРСКА,14,4.6,2,0,2,44.435165,20.658524
SRBRGI2007048,Основна школа „Милорад Мића Марковић”,основна школа,nestambeno,СОПОТ,МАЛИ ПОЖАРЕВАЦ,СРЕЋКА ЈОВАНОВИЋА,7,2.0,2,0,2,44.563622,20.657419
SRBRGI2007056,Основна школа „Миодраг Матић”,основна школа,nestambeno,САВСКИ ВЕНАЦ,БЕОГРАД (САВСКИ ВЕНАЦ),ЗВЕЧАНСКА,52,3.6,2,0,2,44.79262,20.45976
SRBRGI2007170,Основна школа „Вук Караџић”,основна школа,nestambeno,КНИЋ,ЖУЊЕ,ЖУЊСКА,36,2.3,2,0,2,43.901097,20.689404
SRBRGI2007231,Основна школа „Јован Поповић”,основна школа,nestambeno,БЕОЧИН,СВИЛОШ,ФРУШКОГОРСКА,40,7.4,2,0,2,45.175335,19.585991
SRBRGI2007402,Основна школа „Петар Враголић”,основна школа,nestambeno,ЉУБОВИЈА,ВРХПОЉЕ,УЖИЧКИ ПУТ,382,3.2,2,0,2,44.143527,19.446893
SRBRGI2007643,Основна школа „Бранко Радичевић”,основна школа,nestambeno,ГОЛУБАЦ,КРИВАЧА,ШКОЛСКА,15,14.4,2,0,2,44.601412,21.680794
SRBRGI2007903,Основна школа „Стефанија Михајловић”,основна школа,nestambeno,КЛАДОВО,ГРАБОВИЦА,КИЛОМСКА,2Г,1.5,2,0,2,44.495146,22.452026
SRBRGI2007977,Основна школа „Хајдук Вељко”,основна школа,nestambeno,КЛАДОВО,РТКОВО,ДУНАВСКА,16,14.4,2,0,2,44.564903,22.744578
SRBRGI2008516,Основна школа „Дринка Павловић”,основна школа,nestambeno,КУРШУМЛИЈА,БОГУЈЕВАЦ,БОГУЈЕВАЧКА,5,5.7,2,0,2,43.169949,21.349427
SRBRGI2008517,Основна школа „Дринка Павловић”,основна школа,nestambeno,КУРШУМЛИЈА,КУРШУМЛИЈСКА БАЊА,НУШИЋЕВА,22,0.8,2,0,2,43.056201,21.250327
SRBRGI2008660,Основна школа „Иво Лола Рибар”,основна школа,nestambeno,АЛЕКСАНДРОВАЦ,ГАРЕВИНА,СТУПЉАНСКА,3,11.2,2,0,2,43.461123,21.179014
SRBRGI2008831,Основна школа „Олга Милутиновић”,основна школа,nestambeno,КРАЉЕВО,ГЛЕДИЋ,ОЛГЕ МИЛУТИНОВИЋ,13,0.6,2,0,2,43.822479,20.874933
SRBRGI2008956,Основна школа „Вожд Карађорђе”,основна школа,nestambeno,АЛЕКСИНАЦ,ГЛОГОВИЦА,МОРАВИЧКА,3,14.9,2,0,2,43.529026,21.737986
SRBRGI2009298,Музичка школа „Јосиф Маринковић”,основна школа,nestambeno,КОВАЧИЦА,КОВАЧИЦА,ДР. ЈАНКА БУЛИКА,59,1.9,2,0,2,45.111703,20.621533
SRBRGI2009302,Пета београдска гимназија,средња школа,nestambeno,ПАЛИЛУЛА (БЕОГРАД),БЕОГРАД (ПАЛИЛУЛА),ИЛИЈЕ ГАРАШАНИНА,24,3.2,2,0,2,44.810695,20.472275
SRBRGI2009332,Музичка школа „Станислав Бинички”,основна школа,nestambeno,ВЛАСОТИНЦЕ,ВЛАСОТИНЦЕ,МАРКА ОРЕШКОВИЋА,2,12.1,2,0,2,42.965768,22.12778
SRBRGI2009514,Основна школа „Вук Караџић”,основна школа,nestambeno,КЛАДОВО,КОСТОЛ,МАРШАЛА ТИТА,44,3.0,2,0,2,44.609053,22.639285
SRBRGI2009739,Школа за основно и средње образовање „11. октобар”,основна школа,nestambeno,ВЛАСОТИНЦЕ,ВЛАСОТИНЦЕ,МАРКА ОРЕШКОВИЋА,2,10.2,2,0,2,42.965869,22.127544
SRBRGI2010027,Туристичка организација општине Куршумлија,јавни објекат,nestambeno,КУРШУМЛИЈА,КУРШУМЛИЈА,ПАЛИХ БОРАЦА,17,1.3,2,0,2,43.137475,21.271915
SRBRGI2010029,Јавно предузеће за обављање комуналних делатности „Топлица”,јавни објекат,nestambeno,КУРШУМЛИЈА,КУРШУМЛИЈА,ДРАГАН МИЛУНОВИЋ ЏУЛЕ,2,4.7,2,0,2,43.139806,21.269738
SRBRGI2010186,Јавно предузеће „Комуналац”,јавни објекат,nestambeno,БУЈАНОВАЦ,БУЈАНОВАЦ,КАРАЂОРЂА ПЕТРОВИЋА,9,3.4,2,0,2,42.454684,21.769
SRBRGI2010347,Иконостас српске православне цркве,споменик културе,nestambeno,БАЧКА ПАЛАНКА,НЕШТИН,ЦРКВЕНОШКОЛСКА,20,12.9,2,0,2,45.226965,19.447716
SRBRGI2010401,"Грађанска кућа – Градска вила у Улици др Тихомира Ђорђевића, брoj 24",споменик културе,nestambeno,АЛЕКСИНАЦ,АЛЕКСИНАЦ,ТИХОМИРА ЂОРЂЕВИЋА,24,4.7,2,0,2,43.542343,21.705611
SRBRGI2010437,Стара зграда Пољопривредног факултета,споменик културе,nestambeno,ЗЕМУН,БЕОГРАД (ЗЕМУН),НЕМАЊИНА,6,4.6,2,0,2,44.84015,20.412312
SRBRGI2010537,Кућа Никодија Вељковића,споменик културе,nestambeno,БОЈНИК,ЗЕЛЕТОВО,СУВОПОЉСКА,29,3.6,2,0,2,43.037066,21.746882
SRBRGI2010592,"Кућа у Улици књаза Милоша, број 22",споменик културе,nestambeno,АРАНЂЕЛОВАЦ,АРАНЂЕЛОВАЦ,КЊАЗА МИЛОША,22,3.6,2,0,2,44.301541,20.573081
SRBRGI2010650,Родна кућа народног хероја Димитрија Лазарова Раше,споменик културе,nestambeno,БЕОЧИН,ЧЕРЕВИЋ,НИКОЛЕ ТЕСЛЕ,13,1.9,2,0,2,45.219532,19.666649
SRBRGI2010703,Родна кућа Шаму Михаља,споменик културе,nestambeno,БЕЧЕЈ,БАЧКО ПЕТРОВО СЕЛО,БЛАГОЈА БРАНЧИЋА,64,1.5,2,0,2,45.703473,20.077995
SRBRGI2010725,Кућа Стевана Каћанског,споменик културе,nestambeno,СТАРИ ГРАД,БЕОГРАД (СТАРИ ГРАД),СИМИНА,18,4.4,2,0,2,44.817997,20.461806
SRBRGI2010763,Вила Лазића и Митровића,споменик културе,nestambeno,САВСКИ ВЕНАЦ,БЕОГРАД (САВСКИ ВЕНАЦ),МИЛОВАНА ГЛИШИЋА,4,3.9,2,0,2,44.792466,20.430716
SRBRGI2010798,Зграда Велике школе,споменик културе,nestambeno,СТАРИ ГРАД,БЕОГРАД (СТАРИ ГРАД),СТУДЕНТСКИ ТРГ,1,5.1,2,0,2,44.818484,20.457747
SRBRGI2010835,Студентски дом „Краљ Александар Први”,споменик културе,nestambeno,ЗВЕЗДАРА,БЕОГРАД (ЗВЕЗДАРА),БУЛЕВАР КРАЉА АЛЕКСАНДРА,75,8.4,2,0,2,44.803849,20.480061
SRBRGI2010847,Кућа Милорада Павловића,споменик културе,nestambeno,СТАРИ ГРАД,БЕОГРАД (СТАРИ ГРАД),КРАЉА ПЕТРА,13,5.3,2,0,2,44.818785,20.453481
SRBRGI2010907,Војна болница на Врачару,споменик културе,nestambeno,САВСКИ ВЕНАЦ,БЕОГРАД (САВСКИ ВЕНАЦ),ПАСТЕРОВА,2,2.3,2,0,2,44.800243,20.459764
SRBRGI2010942,Зграда Јакова Челебоновића,споменик културе,nestambeno,СТАРИ ГРАД,БЕОГРАД (СТАРИ ГРАД),ВУКА КАРАЏИЋА,18,6.7,2,0,2,44.817051,20.454526
